Województwo;Rok;Zmienna;Wartoœæ
Œl¹skie;2023;Moc osi¹galna elektryczna: ogó³em (MW);8780,637
Œl¹skie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1765,161
Œl¹skie;2023;Produkcja energii elektrycznej: ogó³em (GWh);19620,90264
Œl¹skie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2308,781651
œwiêtokrzyskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);1876,802
œwiêtokrzyskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);254,55
œwiêtokrzyskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);1916,302
œwiêtokrzyskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);244,54
œwiêtokrzyskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);9898,6325
œwiêtokrzyskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2717,2
œwiêtokrzyskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1890,183
œwiêtokrzyskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);270,22
œwiêtokrzyskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);1935,183
œwiêtokrzyskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);265,22
œwiêtokrzyskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);11322,46011
œwiêtokrzyskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2343,14
œwiêtokrzyskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);1896,855
œwiêtokrzyskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);276,98
œwiêtokrzyskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);1941,855
œwiêtokrzyskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);271,97
œwiêtokrzyskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);10164,78204
œwiêtokrzyskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2068,59
œwiêtokrzyskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);1909,197
œwiêtokrzyskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);289,31
œwiêtokrzyskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);1954,197
œwiêtokrzyskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);284,3
œwiêtokrzyskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);11213,07816
œwiêtokrzyskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1822,12
œwiêtokrzyskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);1952,143
œwiêtokrzyskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);332,05
œwiêtokrzyskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);1997,143
œwiêtokrzyskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);327,04
œwiêtokrzyskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);9577,79121
œwiêtokrzyskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2023,96
œwiêtokrzyskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);2037,747
œwiêtokrzyskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);417,56
œwiêtokrzyskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);2082,647
œwiêtokrzyskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);412,55
œwiêtokrzyskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);7126,798204
œwiêtokrzyskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2112,9
œwiêtokrzyskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);2209,477
œwiêtokrzyskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);541,426
œwiêtokrzyskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);2229,171
œwiêtokrzyskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);536,411
œwiêtokrzyskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);8880,735726
œwiêtokrzyskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2290,129252
Œwiêtokrzyskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);2372,13508
Œwiêtokrzyskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);703,965
Œwiêtokrzyskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);2391,27208
Œwiêtokrzyskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);698,693
Œwiêtokrzyskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);9787,637602
Œwiêtokrzyskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2035,494202
Œwiêtokrzyskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);2210,95156
Œwiêtokrzyskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);539,947
Œwiêtokrzyskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);2227,66356
Œwiêtokrzyskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);532,15
Œwiêtokrzyskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);7781,994201
Œwiêtokrzyskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2226,806204
warmiñsko-mazurskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);447,692
warmiñsko-mazurskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);372,49
warmiñsko-mazurskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);436,098
warmiñsko-mazurskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);370,4
warmiñsko-mazurskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);1146,9556
warmiñsko-mazurskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";949,64
warmiñsko-mazurskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);469,584
warmiñsko-mazurskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);394,38
warmiñsko-mazurskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);456,594
warmiñsko-mazurskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);390,89
warmiñsko-mazurskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);1166,321525
warmiñsko-mazurskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";975,67
warmiñsko-mazurskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);502,014
warmiñsko-mazurskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);426,72
warmiñsko-mazurskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);477,341
warmiñsko-mazurskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);411,55
warmiñsko-mazurskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);1293,334791
warmiñsko-mazurskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1127,77
warmiñsko-mazurskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);530,853
warmiñsko-mazurskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);455,58
warmiñsko-mazurskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);500,45
warmiñsko-mazurskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);434,68
warmiñsko-mazurskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);1170,184995
warmiñsko-mazurskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";969,2
warmiñsko-mazurskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);593,138
warmiñsko-mazurskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);509,3
warmiñsko-mazurskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);571,012
warmiñsko-mazurskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);499,48
warmiñsko-mazurskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);1525,324288
warmiñsko-mazurskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1307,12
warmiñsko-mazurskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);729,14
warmiñsko-mazurskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);644,94
warmiñsko-mazurskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);675,927
warmiñsko-mazurskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);635,13
warmiñsko-mazurskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);1485,785434
warmiñsko-mazurskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1293,99
warmiñsko-mazurskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);823,334
warmiñsko-mazurskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);734,135
warmiñsko-mazurskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);764,08
warmiñsko-mazurskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);722,243
warmiñsko-mazurskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);1665,358033
warmiñsko-mazurskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1510,915033
Warmiñsko-Mazurskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);1206,65598
Warmiñsko-Mazurskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1117,01
Warmiñsko-Mazurskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);1125,36098
Warmiñsko-Mazurskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1099,177
Warmiñsko-Mazurskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);2069,699502
Warmiñsko-Mazurskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1978,428602
Warmiñsko-Mazurskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);1552,553
Warmiñsko-Mazurskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1513,353
Warmiñsko-Mazurskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);1501,68
Warmiñsko-Mazurskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1485,042
Warmiñsko-Mazurskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);2492,093432
Warmiñsko-Mazurskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2431,911432
wielkopolskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);3513,241
wielkopolskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);735,12
wielkopolskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);3463,932
wielkopolskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);732,31
wielkopolskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);13412,2146
wielkopolskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1957,53
wielkopolskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);3653,171
wielkopolskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);797,63
wielkopolskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);3601,863
wielkopolskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);794,82
wielkopolskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);12814,39658
wielkopolskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1977,19
wielkopolskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);3683,378
wielkopolskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);804,45
wielkopolskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);3615,405
wielkopolskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);800,78
wielkopolskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);12321,45103
wielkopolskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1816,66
wielkopolskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);3696,751
wielkopolskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);827,95
wielkopolskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);3028,124
wielkopolskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);823,06
wielkopolskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);9840,650895
wielkopolskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2092,56
wielkopolskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);3823,758
wielkopolskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);952,76
wielkopolskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);3157,031
wielkopolskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);948,8
wielkopolskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);9570,475429
wielkopolskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2422,93
wielkopolskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);4200,17
wielkopolskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1328,42
wielkopolskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);3129,076
wielkopolskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1320,09
wielkopolskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);8951,205779
wielkopolskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2619,55
wielkopolskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);4172,212
wielkopolskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1897,525
wielkopolskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);3448,263
wielkopolskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1837,025
wielkopolskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);8921,400392
wielkopolskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";3047,891128
Wielkopolskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);5045,90502
Wielkopolskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2912,829
Wielkopolskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);4290,95502
Wielkopolskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2805,111
Wielkopolskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);9056,848465
Wielkopolskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4727,345379
Wielkopolskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);6297,71486
Wielkopolskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);4169,361
Wielkopolskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);5512,57986
Wielkopolskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);4028,458
Wielkopolskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);9807,665509
Wielkopolskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";7319,141325
zachodniopomorskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);3166,2
zachodniopomorskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1404,77
zachodniopomorskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);3152,802
zachodniopomorskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1397,37
zachodniopomorskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);10015,5692
zachodniopomorskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";3866,08
zachodniopomorskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);3363,233
zachodniopomorskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1589,45
zachodniopomorskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);3349,922
zachodniopomorskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1582,1
zachodniopomorskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);9354,801746
zachodniopomorskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";3912,02
zachodniopomorskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);3390,824
zachodniopomorskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1617,05
zachodniopomorskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);3368,203
zachodniopomorskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1590,38
zachodniopomorskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);9330,669879
zachodniopomorskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4459,62
zachodniopomorskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);3443,304
zachodniopomorskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1654,38
zachodniopomorskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);3414,207
zachodniopomorskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1626,24
zachodniopomorskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);8159,434441
zachodniopomorskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";3604,78
zachodniopomorskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);3490,359
zachodniopomorskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1700,78
zachodniopomorskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);3451,257
zachodniopomorskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1669,64
zachodniopomorskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);7912,164338
zachodniopomorskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4400,14
zachodniopomorskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);3857,002
zachodniopomorskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2067,41
zachodniopomorskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);3810,993
zachodniopomorskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2022,35
zachodniopomorskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);8495,741989
zachodniopomorskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4973,73
zachodniopomorskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);3589,469
zachodniopomorskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2248,45
zachodniopomorskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);3539,482
zachodniopomorskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2202,42
zachodniopomorskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);8261,341221
zachodniopomorskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4794,973662
Zachodniopomorskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);4368,5097
Zachodniopomorskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);3025,831
Zachodniopomorskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);4289,1297
Zachodniopomorskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2965,208
Zachodniopomorskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);9741,990972
Zachodniopomorskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";6099,560717
Zachodniopomorskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);4766,2097
Zachodniopomorskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);3413,214
Zachodniopomorskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);4678,9727
Zachodniopomorskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);3346,434
Zachodniopomorskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);10394,90596
Zachodniopomorskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";7272,874084
